CAT_TRAVELLER,Category of traveller,Duration of stay,Reason for journey,TIME_PERIOD,OBS_VALUE
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2014-03,175920
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2014-04,244300
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2014-05,213150
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2014-06,200870
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2014-07,334560
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2014-08,215830
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2014-09,237380
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2014-10,316360
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2014-11,186310
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2014-12,175340
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2015-01,449000
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2015-02,180020
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2015-03,177990
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2015-04,263160
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2015-05,214660
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2015-06,211220
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2015-07,350950
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2015-08,238860
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2015-09,241960
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2015-10,336790
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2015-11,206950
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2015-12,182810
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2016-01,473050
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2016-02,198210
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2016-03,176300
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2016-04,277570
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2016-05,226980
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2016-06,214160
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2016-07,388020
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2016-08,243400
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2016-09,269410
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2016-10,343340
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2016-11,206780
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2016-12,201800
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2017-01,506420
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2017-02,225420
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2017-03,193450
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2017-04,295100
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2017-05,247840
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2017-06,238230
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2017-07,403390
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2017-08,251800
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2017-09,284970
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2017-10,369760
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2017-11,210520
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2017-12,213850
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2018-01,542470
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2018-02,214840
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2018-03,205660
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2018-04,306640
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2018-05,265690
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2018-06,261490
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2018-07,422720
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2018-08,279210
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2018-09,296230
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2018-10,400640
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2018-11,221620
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2018-12,219390
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2019-01,570890
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2019-02,233060
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2019-03,210500
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2019-04,300050
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2019-05,292340
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2019-06,271170
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2019-07,414590
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2019-08,277370
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2019-09,301610
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2019-10,395960
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2019-11,235990
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2019-12,220540
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2020-01,573430
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2020-02,253660
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2020-03,152960
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2020-04,1740
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2020-05,310
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2020-06,560
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2020-07,530
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2020-08,570
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2020-09,550
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2020-10,520
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2020-11,640
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2020-12,690
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2021-01,710
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2021-02,390
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2021-03,630
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2021-04,640
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2021-05,11620
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2021-06,9540
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2021-07,13030
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2021-08,3690
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2021-09,880
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2021-10,500
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2021-11,4980
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2021-12,14790
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2022-01,54120
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2022-02,28620
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2022-03,47280
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2022-04,101050
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2022-05,124860
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2022-06,125610
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2022-07,256040
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2022-08,183690
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2022-09,189440
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2022-10,250730
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2022-11,180130
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2022-12,168180
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2023-01,441150
5,Short-term (less than one year) Residents returning,2 weeks and under 1 month,Total,2023-02,200030
